Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
46192:69,5.1,2.4899999999999998,[5.95678933 3.01382534],[0.5774188474452662  0.6283586060675559],[6  5  4  6  2  6  3  5  7  7],[0.  0.1 0.1 0.1 0.2 0.3 0.2],"but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them."
171235:79,3.5,4.65,[1.4 5.6],[0.34641088321533436  0.34641088321533436],[5  5  2  2  1  6  6  6  1  1],[0.3 0.2 0.  0.  0.2 0.3 0. ],"uh, well, actually i think in most criminal cases it  wouldn't make any difference whether it was a couple of judges or jury."
54703:34,3.6,6.039999999999999,[1.66666678 6.50000002],[0.5270469697856606  0.35355409793846126],[6  7  3  7  2  1  2  6  1  1],[0.3 0.2 0.1 0.  0.  0.2 0.2],"and i think it was like a three hour movie or two and a half hours,"
124597:121,2.7,3.6100000000000003,[1.31149768 4.54870535],[0.33082389392342876  1.0345082970469972],[2  2  1  4  1  6  3  1  6  1],[0.4 0.2 0.1 0.1 0.  0.2 0. ],"and it 's just incredible to think that there's, uh, there are players who  are the sons of ball players that  used  to play against nolan or with nolan, you know,"
14114:23,3.6,4.840000000000001,[5.58262491 1.59839143],[0.8650938704989077  0.3466718773092785],[7  7  1  4  2  2  1  5  5  2],[0.2 0.3 0.  0.1 0.2 0.  0.2],"normally i listen to c n n or headline news about an, hour a day,"
147025:20,5.7,1.6099999999999999,[5.14328007 7.        ],[0.795551452521036  0.0007071067811865475],[4  7  6  6  6  7  7  5  3  6],[0.  0.  0.1 0.1 0.1 0.4 0.3],"we're wearing something lightweight or no jacket because we're so used to  running around like that."
164667:49,2.0,3.3333333333333335,[1.375 7.   ],[0.34232732873669314  0.0007071067811865475],[2  1  2  1  7  1  1  2  1],[0.55555556 0.33333333 0.         0.         0.         0. 0.11111111],"and it's just sort of a, you know, four or five pages that  covers what 's going on in plano."
13665:45,5.0,5.2,[2.6258474  6.67866515],[1.1454195111493075  0.33021271397210844],[7  1  4  7  6  4  6  7  1  7],[0.2 0.  0.  0.2 0.  0.2 0.4],"i couldn't remember in tigon had purchased g t e --s phone mail services or if g t e had purchased tigon."
55759:30,2.9,4.6899999999999995,[5.99666125 1.57078284],[0.5813812210000422  0.514792130824461],[3  6  1  7  1  1  2  2  1  5],[0.4 0.2 0.1 0.  0.1 0.1 0.1],"i think i have gone home maybe once or twice  slightly sore."
137109:71,2.3,2.01,[1.88888889 6.        ],[0.5211577882147737  0.0007071067811865475],[2  3  1  6  2  3  2  1  1  2],[0.3 0.4 0.2 0.  0.  0.1 0. ],"if you purchase on your credit card you know, then they put an extended warranty on it if it doesn't work or if you have a problem with it in a certain period of time,"
62903:64,4.545454545454546,5.702479338842975,[1.5        6.28571427],[0.3535540979093881  0.4948722027492082],[6  2  6  7  7  5  6  1  1  2  7],[0.18181818 0.18181818 0.         0.         0.09090909 0.27272727 0.27272727],"and it kind of has  to start from the top and, and go clea-, or from the bottom maybe and go clear up."
59713:207,2.6666666666666665,5.111111111111111,[1.16205257 5.62461988],[0.2605691189239259  0.9198191409920518],[1  2  6  1  4  1  1  1  7],[0.55555556 0.11111111 0.         0.11111111 0.         0.11111111 0.11111111],"what  is happening at least in this state and i expect  to see it in other states very soon, legislation  been introduced  as that, if a citizen of the state,  being, myself, has not committed a felony and has completed a certified weapons course, i can carry a weapon  on me at all times concealed or uncon-, unconcealed ."
156117:69,2.272727272727273,3.1074380165289246,[3.79962127 1.        ],[1.1315288401469639  0.0007071067811865475],[7  1  3  3  1  1  1  1  1  3  3],[0.54545455 0.         0.36363636 0.         0.         0. 0.09090909],"i mean, it, it definitely it's not at a level comparable to los angeles or denver."
95657:81,2.909090909090909,5.900826446280991,[1.14268449 5.99858345],[0.24731217943063039  0.7089844455157193],[5  1  1  7  5  2  1  1  1  1  7],[0.54545455 0.09090909 0.         0.         0.18181818 0. 0.18181818],"i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury , absolutely."
46142:88,4.818181818181818,6.330578512396696,[6.24999996 1.        ],[0.770552146414542  0.0007071067811865475],[4  1  1  6  1  7  7  7  7  5  7],[0.27272727 0.         0.         0.09090909 0.09090909 0.09090909 0.45454545],"it was right close to when we was going  to find out if we was going  to get  to be in the playoffs, or not ."
174455:39,2.4545454545454546,1.702479338842975,[1.73524943 4.28450987],[0.46278265997706364  0.37348504154517526],[2  1  4  1  3  2  2  2  1  5  4],[0.27272727 0.36363636 0.09090909 0.18181818 0.09090909 0. 0.        ],"the only commitments that they're interested in  making  or even talking about  are ones for flash value like, uh, the trip to mars. which  is, would, would produce some useful scientific research and so forth,"
139014:49,2.5555555555555554,3.1358024691358026,[1.71582243 5.50079315],[0.6245864302834158  0.35357647457285885],[2  1  6  1  1  5  1  3  3],[0.44444444 0.11111111 0.22222222 0.         0.11111111 0.11111111 0.        ],"people that i know  that  come from, uh, like georgia or north carolina, yeah, they say, it's,"
170155:23,4.6,5.839999999999999,[1.         6.14285714],[0.0007071067811865475  0.4517545048508773],[7  6  6  6  7  5  1  6  1  1],[0.3 0.  0.  0.  0.1 0.4 0.2],"do you work for a big  or a little  place."
78707:44,3.6,5.84,[6.5        1.66666667],[0.35355409769934776  0.33333408333248954],[7  7  2  2  2  6  6  1  2  1],[0.2 0.4 0.  0.  0.  0.2 0.2],"uh, but he's been known  to be gone for a month or two at a time"
14511:27,5.1,3.8899999999999997,[5.99995537 1.49997781],[0.6124423568837709  0.3535540975968772],[7  5  5  6  1  7  2  6  5  7],[0.1 0.1 0.  0.  0.3 0.2 0.3],"but i heard on the radio this morning, or yesterday morning, that, uh, aikman's back in  practicing, doing real, real well."
72570:97,2.5,3.25,[5.3858472  1.83501632],[1.2781986297624044  0.6650958220267393],[3  3  4  2  1  2  7  1  1  1],[0.4 0.2 0.2 0.1 0.  0.  0.1],"and, um, i like  to read books on improve, like family, marriage, you know, things that  are written  by like christian authors or, um, doctors about family and, you know, how to improve your home  and all that kind of thing."
8915:55,2.5,4.45,[1.5 6.5],[0.5000005092324307  0.3535540980252431],[2  1  1  1  3  7  6  1  2  1],[0.5 0.2 0.1 0.  0.  0.1 0.1],"do you find you do most of your, your, uh, crocheting or your knit work around christmas time."
109263:30,3.4,5.4399999999999995,[6.66724941 2.00154751],[0.33318902814648166  0.7578395553760373],[4  2  2  7  1  6  1  7  1  3],[0.3 0.2 0.1 0.1 0.  0.1 0.2],"so depending on what your major is , or medical, you might want  to atteck-, some, um, attend somewhere like tech."
37011:85,2.4545454545454546,4.975206611570248,[1.12499661 5.99995865],[0.23385193729373616  0.5774193328423848],[5  1  6  1  1  1  1  7  1  2  1],[0.63636364 0.09090909 0.         0.         0.09090909 0.09090909 0.09090909],"but gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the communist power,"
112636:68,2.272727272727273,2.743801652892562,[1.         3.79977222],[0.0007071067811865475  0.9382152091869331],[1  1  1  3  6  1  1  1  4  4  2],[0.54545455 0.09090909 0.09090909 0.18181818 0.         0.09090909 0.        ],"and, and, uh, uh, but we didn't, uh, do it as much or as often as, uh, i would have liked  to."
39108:72,2.6363636363636362,5.1404958677685935,[4.59962058 1.        ],[1.4561799171160192  0.0007071067811865475],[7  4  3  7  1  1  1  1  1  2  1],[0.54545455 0.09090909 0.09090909 0.09090909 0.         0. 0.18181818],"i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony."
154907:14,3.2,3.7600000000000002,[1.39889283 4.99432227],[0.3462545375044019  0.6385912431303808],[1  2  6  6  1  5  4  1  4  2],[0.3 0.2 0.  0.2 0.1 0.2 0. ],"mumblex is one or two timer a year if i do go on them"
136298:23,1.75,2.3541666666666665,[1.         3.99965992],[0.0007071067811865475  1.15485616046611],[6  1  1  1  1  1  1  1  2  1  1  4],[0.75       0.08333333 0.         0.08333333 0.         0.08333333 0.        ],"and there are parts of downtown or near downtown dallas that are under water right now, i guess,"
64760:20,2.8,4.959999999999999,[7.   1.75],[0.0007071067811865475  0.5863023964064278],[1  7  2  7  2  1  1  3  3  1],[0.4 0.2 0.2 0.  0.  0.  0.2],"whenever they say it two or three times ."
38859:67,1.8,1.1600000000000001,[1.         2.99994815],[0.0007071067811865475  0.5000458647627628],[3  3  1  1  1  1  2  4  1  1],[0.6 0.1 0.2 0.1 0.  0.  0. ],"i would love  to do crafts and stuff if i just had the time to do it  or if i had the space."
56045:26,3.7,6.01,[5.98091574 1.3897761 ],[0.6526377726881759  0.560289061703435],[5  7  6  7  1  5  1  1  1  3],[0.4 0.  0.1 0.  0.2 0.1 0.2],"should these people be allowed  to or not."
13410:53,2.727272727272727,3.289256198347107,[1.66250946 4.81571801],[0.42439454032649065  1.106574806257571],[2  2  5  3  7  2  1  1  1  4  2],[0.27272727 0.36363636 0.09090909 0.09090909 0.09090909 0. 0.09090909],"being a professional and, of course, you probably belong to one or more professional organizations,"
22719:47,4.5,5.45,[7.         2.83338257],[0.0007071067811865475  1.0341831991564983],[3  5  7  7  7  4  3  1  1  7],[0.2 0.  0.2 0.1 0.1 0.  0.4],"i guess the largest one i ever caught  was probably eight or ten inches long,"
133392:61,2.0,1.2,[4.         1.50000002],[0.0007071067811865475  0.3535541293225753],[2  1  2  1  1  2  1  4  4  2],[0.4 0.4 0.  0.2 0.  0.  0. ],"um, short term, i don't think anything's going  to be done  about it or probably should be done  about it."
7486:45,2.8,3.7600000000000002,[1.         3.99965993],[0.0007071067811865475  1.1548561568526197],[1  3  5  1  3  1  4  7  2  1],[0.4 0.1 0.2 0.1 0.1 0.  0.1],"they're real liberal now and to where probably fifty or a hundred years ago, um, the democrat party being liberal like they are now, you know, would never be thought of  ,"
14300:70,1.7777777777777777,2.3950617283950617,[1.25 6.  ],[0.3061870343433895  0.0007071067811865475],[1  1  6  2  1  1  1  2  1],[0.66666667 0.22222222 0.         0.         0.         0.11111111 0.        ],"so, we decided  to try it because prior to that all we got  were things like glamour or sports illustrated."
14639:25,2.090909090909091,1.5371900826446285,[1.375 4.   ],[0.34232733288308176  0.0007071067811865475],[4  1  1  1  2  4  2  1  1  4  2],[0.45454545 0.27272727 0.         0.27272727 0.         0. 0.        ],"but, um, they have about four or five different prices  now, that they're structuring it with ,"
38800:88,2.3636363636363638,2.4132231404958677,[1.50063222 4.66182441],[0.5020594970187953  0.340699370855979],[4  2  3  5  1  1  1  1  1  5  2],[0.45454545 0.18181818 0.09090909 0.09090909 0.18181818 0. 0.        ],"you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know, self improvement,"
120009:68,2.6,2.6399999999999997,[1.87555971 5.50034684],[0.5527297608800795  0.35357136265192435],[5  2  3  3  1  1  1  2  6  2],[0.3 0.3 0.2 0.  0.1 0.1 0. ],"and there really is a lot we could be doing  stateside without, uh,  hurting our international aspects or straining any international relations i think ,"
42766:91,3.4,5.64,[1.19444841 5.57386338],[0.27985641765633934  0.8730208777069444],[7  5  1  2  7  1  1  5  4  1],[0.4 0.1 0.  0.1 0.2 0.  0.2],"because i started  shooting, my dad started  letting me shoot like a little air b b gun, when i was probably five or six years old ."
143084:47,4.4,2.84,[5.42866845 2.00186581],[0.3499670289256508  0.5796121169259398],[6  5  5  1  5  3  6  6  5  2],[0.1 0.1 0.1 0.  0.4 0.3 0. ],"like, would you go over and spend a lot of time in one place, or travel to whole bunch of different places in one week."
122138:110,2.0,3.2,[1.44444444 7.        ],[0.4843226210229789  0.0007071067811865475],[3  1  1  1  1  7  2  1  2  1],[0.6 0.2 0.1 0.  0.  0.  0.1],"um, huh. well, i don't like it when, uh, people listen to my phone conversations, like if they're outside my door while i'm talking in my room , or when people like look through my things in my bedroom ."
75196:18,4.0,6.4,[1.60022428 6.39977572],[0.5661614238583755  0.5661614238583755],[7  2  1  7  3  6  7  1  5  1],[0.3 0.1 0.1 0.  0.1 0.1 0.3],"she woke up about three or four o'clock in the morning, water dripping from hers."
94497:68,3.1,4.890000000000001,[1.71428573 6.33333334],[0.4948722019505847  0.3333340842690461],[2  3  1  1  1  6  2  6  7  2],[0.3 0.3 0.1 0.  0.  0.2 0.1],"and this has been going on at least, uh, i would say, at least twenty-five years or thirty, something like that."
105161:44,2.2,3.9599999999999995,[1.24996892 5.99932765],[0.3061743431763639  0.7080005744607397],[1  1  1  2  1  1  1  7  5  2],[0.6 0.2 0.  0.  0.1 0.  0.1],"and how can a country stand  to, uh, spend as much or much more than they already are on such a problem , uh,"
86413:52,5.0,4.4,[3.66695352 7.        ],[1.2019977924106053  0.0007071067811865475],[4  4  2  7  7  7  5  1  7  6],[0.1 0.1 0.  0.2 0.1 0.1 0.4],"well we were there in the winter. in jan-, uh, january or february,"
131692:34,4.7,4.209999999999999,[2.05764824 5.83133708],[0.6461480948254917  0.832377728251738],[1  6  3  5  7  7  4  5  7  2],[0.1 0.1 0.1 0.1 0.2 0.1 0.3],"they'd leave work and go to a golf course, or a little country club  they belonged to  back in richmond, virginia and just, uh, play nine holes of golf."
25750:101,2.111111111111111,1.8765432098765435,[4.49999429 1.42857386],[0.35356717298305884  0.3499329659299005],[2  4  2  1  2  1  1  5  1],[0.44444444 0.33333333 0.         0.11111111 0.11111111 0. 0.        ],"i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots out, uh, out of my game every time and put them together on one hole, then i do pretty good"
90647:28,2.5555555555555554,2.9135802469135803,[1.71431598 5.50000681],[0.49492179616449805  0.3535712020727631],[5  1  6  3  2  1  1  2  2],[0.33333333 0.33333333 0.11111111 0.         0.11111111 0.11111111 0.        ],"and i'm not sure that the private schools or parochial schools address that problem,"
90762:42,3.8,5.16,[5.99999999 1.6       ],[0.4472141661656606  0.34641088353378996],[6  1  2  2  6  1  5  2  6  7],[0.2 0.3 0.  0.  0.1 0.3 0.1],"um, i, i was talking to somebody recently or read somewhere where they, where they said that, you know, these children, they, they had  to be the best ,"
72966:36,3.2,4.16,[2.01114166 6.00586706],[0.6665412464872705  0.5798234460073272],[1  3  3  2  1  7  3  5  6  1],[0.3 0.1 0.3 0.  0.1 0.1 0.1],"do you know how to use them in your life or to influence ,"
24941:98,3.7,4.61,[2.87507298 7.        ],[1.086194108568675  0.0007071067811865475],[4  3  1  7  4  1  7  5  1  4],[0.3 0.  0.1 0.3 0.1 0.  0.2],"even though we've, uh, enjoyed very good employment here for the past ten years, now we got eight percent, uh, unemployment when it used  to be four or five ."
90913:34,2.2222222222222223,3.28395061728395,[1.625 7.   ],[0.49212600012598634  0.0007071067811865475],[1  2  1  2  3  7  2  1  1],[0.44444444 0.33333333 0.11111111 0.         0.         0. 0.11111111],"i mean, either way there was family reunion time, or not,"
176448:17,1.5454545454545454,0.793388429752066,[1.3 4. ],[0.3240378067815202  0.0007071067811865475],[2  1  1  2  1  4  2  1  1  1  1],[0.63636364 0.27272727 0.         0.09090909 0.         0. 0.        ],"they did that three or four years before they did it with everybody."
162962:70,3.8333333333333335,6.305555555555554,[1.50791212 6.15303949],[0.5567726879758779  0.7751831428417448],[2  7  1  1  7  6  6  1  1  3  7  4],[0.33333333 0.08333333 0.08333333 0.08333333 0.         0.16666667 0.25      ],"and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not."
59184:37,2.6363636363636362,2.2314049586776856,[1.3333334  4.19999939],[0.33333449057726183  0.28284480009141727],[4  2  1  1  1  5  4  2  4  4  1],[0.36363636 0.18181818 0.         0.36363636 0.09090909 0. 0.        ],"i mean, they may let you off for a day or two  to have your baby,"
12200:93,2.9,6.49,[6.66666667 1.28571429],[0.3333340833022763  0.4948721654264763],[6  7  1  1  1  1  3  1  1  7],[0.6 0.  0.1 0.  0.  0.1 0.2],"other than that i'm not sure what, what individuals can do  other than like i said  get involved  through a group or an organization."
145844:39,3.1666666666666665,4.972222222222222,[2.00127605 6.66728678],[0.7469565256930417  0.333179470102698],[2  3  7  1  4  3  1  2  6  1  1  7],[0.33333333 0.16666667 0.16666667 0.08333333 0.         0.08333333 0.16666667],"go to work when i wanted  to  or not."
93263:156,3.3333333333333335,6.444444444444445,[5.98882683 1.19828778],[0.877738391835155  0.2819314973455721],[7  6  1  1  4  2  1  1  7],[0.44444444 0.11111111 0.         0.11111111 0.         0.11111111 0.22222222],"i, i wonder how, how you instill in people the necessity for doing just a little bit extra to, to make this whole thing work. i mean, the extra like washing out bottles and jars, or the extra of actually, uh, making sure that, uh, you take stuff over to, you know ,"
86575:41,2.5,1.85,[1.68767789 4.26350931],[0.4852541135543512  0.3881763254571601],[4  2  4  3  1  1  2  2  5  1],[0.3 0.3 0.1 0.2 0.1 0.  0. ],"a lot of my travel has been sort of based  around conferences or business meetings."
60448:27,4.0,2.0,[4.33331202 1.        ],[0.7453777744630471  0.0007071067811865475],[4  3  5  4  6  3  4  1  6  4],[0.1 0.  0.2 0.4 0.1 0.2 0. ],"and she would sit like on my neck or my shoulder while i was working, and things like that. yeah, much more than you would think."
14202:59,3.5384615384615383,5.171597633136094,[2.1112226  6.75004819],[0.6188073513354768  0.3061673603884183],[3  1  2  6  7  3  7  3  1  3  2  1  7],[0.23076923 0.15384615 0.30769231 0.         0.         0.07692308 0.23076923],"so, i don't, i don't know if you're familiar with him or not."
159321:28,2.3,2.81,[1.5 5.5],[0.3535540978595283  0.3535540978595281],[2  2  1  1  2  5  1  6  2  1],[0.4 0.4 0.  0.  0.1 0.1 0. ],"and she was in a nursing home for four or five years before she died."
119672:89,2.5,2.25,[3.61019011 1.52264455],[1.0300108100546446  0.4015902540502299],[1  2  3  1  2  6  4  3  1  2],[0.3 0.3 0.2 0.1 0.  0.1 0. ],"and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two of them ."
158077:187,4.4,5.04,[2.66666679 7.        ],[0.6666672257279501  0.0007071067811865475],[2  4  7  7  3  7  7  1  3  3],[0.1 0.1 0.3 0.1 0.  0.  0.4],"and i think that the people who are strongly in favor of the death penalty are really working from that gut level. uh, you know, whether it be a biblical force, uh, you know, the eye for an eye, a tooth for a tooth, a life for a knife, life type logic or just, uh, uh, some sort of anger at putting peop-, putting, uh, murderers up in federal pens for the rest of their life, but not  both, uh, while we foot the bill."
57956:30,5.181818181818182,5.057851239669421,[6.11111064 1.        ],[0.84619797396386  0.0007071067811865475],[6  7  4  1  4  7  6  1  7  7  7],[0.18181818 0.         0.         0.18181818 0.         0.18181818 0.45454545],"uh, you know whether it was justified or not, i know, that  they probably felt like we were going in for a good cause."
118743:60,5.6,3.04,[6.11111111 1.        ],[0.618640889325308  0.0007071067811865475],[5  5  6  1  7  6  7  7  7  5],[0.1 0.  0.  0.  0.3 0.2 0.4],"and you know, we'll just have  to wait and see whether that's approved  or not."
136418:78,1.2222222222222223,0.1728395061728395,[1. 2.],[0.0007071067811865475  0.0007071067811865475],[1  2  1  1  1  2  1  1  1],[0.77777778 0.22222222 0.         0.         0.         0. 0.        ],"and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture , uh, you get little spider web cracks all around, uh, windows and doors."
51633:46,3.6,3.839999999999999,[4.71426661 1.        ],[0.8206716206950245  0.0007071067811865475],[7  1  1  5  5  4  5  3  1  4],[0.3 0.  0.1 0.2 0.3 0.  0.1],"it 's hard to tell how much  has been that or how much  is just her."
14262:12,1.7777777777777777,1.0617283950617284,[2.74977212 1.        ],[0.5864342283004979  0.0007071067811865475],[1  4  2  1  3  1  1  2  1],[0.55555556 0.22222222 0.11111111 0.11111111 0.         0. 0.        ],"at one time or another i've taken them all for a year."
14463:19,3.3,5.61,[5.99238909 1.49945359],[0.8740991752386158  0.35358964703171397],[7  2  6  1  7  1  2  1  2  4],[0.3 0.3 0.  0.1 0.  0.1 0.2],"and then they won five or six in a row."
162817:63,4.4,4.84,[3.02672715 6.81566142],[1.073013160459665  0.2742656099198988],[7  2  4  2  7  3  6  7  5  1],[0.1 0.2 0.1 0.1 0.1 0.1 0.3],"i, i know a lot of people around here sometimes have, like, mothers or grandmothers that  take care of their kids"
83258:73,2.111111111111111,3.209876543209877,[1.5 7. ],[0.35355409769934776  0.0007071067811865475],[1  2  1  1  2  7  2  2  1],[0.44444444 0.44444444 0.         0.         0.         0. 0.11111111],"when i have heard about england's elections , they are allowed  to run for what, a total of six or eight weeks. even for the higher offices in the, in the land."
158123:56,5.1,3.69,[5.99999974 1.49999987],[0.500001008514036  0.3535540978860765],[6  6  5  7  7  6  2  6  1  5],[0.1 0.1 0.  0.  0.2 0.4 0.2],"well, i, i don't know if that would really work that way or not."
24636:108,3.0,3.75,[2.00000134 6.        ],[0.7071089138853627  0.0007071067811865475],[2  4  1  2  2  6  6  1],[0.25  0.375 0.    0.125 0.    0.25  0.   ],"well, does your, the company say, for instance, does the company you worked for  bef-, before have the right  or do they have the ability  to say, hey, we've already drug tested her"
46151:81,5.8,3.9599999999999995,[2.00067235 6.75003108],[0.7080005744607396  0.3061743431763639],[7  6  7  7  7  7  1  7  6  3],[0.1 0.  0.1 0.  0.  0.2 0.6],"and they had  to kick. and, uh,  to know whether we were going  to win the game or lose a game because they got one point ahead of us."
134876:74,2.4,2.04,[1.33001268 3.97332901],[0.33541326020462586  0.524404183931227],[2  1  5  2  1  4  4  1  3  1],[0.4 0.2 0.1 0.2 0.1 0.  0. ],"well, i took a lot of time in  choosing this site because the, the house has no heating or air conditioning."
112163:28,2.111111111111111,2.54320987654321,[3.49958411 1.        ],[1.0608171979523422  0.0007071067811865475],[3  3  1  1  1  1  1  6  2],[0.55555556 0.11111111 0.22222222 0.         0.         0.11111111 0.        ],"unless they're caught  in the act or the-, the-, the child is very badly, you know, beaten  up, it comes down to a one word against the other that type thing."
35001:135,3.2,3.96,[1.6667468  5.50000743],[0.5271715073923562  0.3535735644656619],[5  2  1  1  6  2  6  3  5  1],[0.3 0.2 0.1 0.  0.2 0.2 0. ],"i, i have a hard time  sticking with something like, like on t v, because, it, like, it gets real aggravating if you miss it, for a week or two."
78977:102,3.1,4.89,[1.71428573 6.33333334],[0.4948722019505847  0.3333340842690461],[3  6  1  6  1  2  2  2  1  7],[0.3 0.3 0.1 0.  0.  0.2 0.1],"so what do you think  about, uh, what do you think  about what you see  on t v about them, like in the news or on the ads,"
25323:87,2.272727272727273,3.8347107438016534,[5.32155209 1.12384039],[0.6800499941057573  0.23292160716086452],[6  1  1  1  2  4  1  1  1  1  6],[0.63636364 0.09090909 0.         0.09090909 0.         0.18181818 0.        ],"um, one of the remarkable things about the weather in the summertime here is that quite often the average daytime high of say ninety-nine degrees is within five or six degrees of the all time record high."
82987:41,3.9,5.290000000000001,[1.24969011 5.66564528],[0.30606043139199784  0.6679806835911979],[4  2  1  6  5  6  1  1  6  7],[0.3 0.1 0.  0.1 0.1 0.3 0.1],"and i think a lot of people either, don't care, or don't realize it, you know."
56988:61,2.5,2.45,[4.66500001 1.5754043 ],[0.3386377892739487  0.52044975892536],[5  4  3  1  1  2  5  2  1  1],[0.4 0.2 0.1 0.1 0.2 0.  0. ],"perhaps that would be a solution if they were required  to vote at least for their first three or four years after they become of voting age. required  to register and vote for four years,"
165932:19,4.444444444444445,4.469135802469135,[6.1909966  2.24742381],[0.7022309147820744  0.3051280747171624],[5  2  5  7  3  2  7  2  7],[0.         0.33333333 0.11111111 0.         0.22222222 0. 0.33333333],"because there was an article or a story done awhile ago that, uh, trash, uh, the telephone books are the type of thing that don't break down over a long period of time."
174254:56,2.2,1.56,[1.88889527 5.        ],[0.6186482816846524  0.0007071067811865475],[5  2  2  3  1  1  1  3  3  1],[0.4 0.2 0.3 0.  0.1 0.  0. ],"i wonder, i wonder how, how the civil system or the court system must differ between there and say  where i am  in minneapolis ."
91270:46,3.1,5.089999999999999,[1.        5.1999945],[0.0007071067811865475  0.824627886181811],[4  6  1  5  4  1  7  1  1  1],[0.5 0.  0.  0.2 0.1 0.1 0.1],"i, i think the bad part is that most parents or kids don't know what to look for ."
81609:13,3.9,5.49,[5.65903601 1.24774815],[0.789898729918585  0.3052621954944797],[7  5  1  7  1  5  1  2  4  6],[0.3 0.1 0.  0.1 0.2 0.1 0.2],"and christopher reeve, or, mike douglas went after his throat, you dummy."
35840:44,3.888888888888889,4.320987654320987,[6.         2.20001613],[0.0007071067811865475  0.8246382562828943],[3  4  6  6  1  6  1  6  2],[0.22222222 0.11111111 0.11111111 0.11111111 0.         0.44444444 0.        ],"but, uh, uh, i don't know if it's their proposal or one that 's being seriously kicked  around."
103990:134,3.2,7.56,[6.5 1. ],[0.6123728439682123  0.0007071067811865475],[1  5  1  1  7  1  1  1  7  7],[0.6 0.  0.  0.  0.1 0.  0.3],"i guess i enjoy, i enjoy jazz, listening to jazz sometime although i don't feel like i have a good, g-, good understanding of it, or a good, a good feel for maybe what 's good jazz and what 's not,"
12168:38,2.3,2.8099999999999996,[1.77777778 7.        ],[0.44444500694408845  0.0007071067811865475],[1  2  2  7  3  2  2  1  1  2],[0.3 0.5 0.1 0.  0.  0.  0.1],"you should, uh, pursue that i think , or patent it, you know."
46988:18,4.2,4.760000000000001,[2.20701866 6.20023943],[0.8320903673356417  0.28297320829810796],[3  6  1  1  4  7  6  6  6  2],[0.2 0.1 0.1 0.1 0.  0.4 0.1],"i got off my pace or my cordless phone,"
85007:68,3.0,2.2,[2.23438914 4.52781641],[0.8346548994076728  0.39107792421585147],[3  1  1  3  4  5  1  5  3  4],[0.3 0.  0.3 0.2 0.2 0.  0. ],"i mean, people that  may have been close to the edge just go over because they see something or read something."
59796:50,5.363636363636363,2.4132231404958677,[5.99811658 2.49861038],[0.5796173385955452  0.3535706484269037],[6  3  6  5  7  2  6  7  7  5  5],[0.         0.09090909 0.09090909 0.         0.27272727 0.27272727 0.27272727],"now whether this person is made the moral decision whether he can take another human life or not, that's another trip,"
20118:86,2.7,1.81,[3.42849883 1.        ],[0.6389363946424628  0.0007071067811865475],[4  1  3  2  4  1  3  5  3  1],[0.3 0.1 0.3 0.2 0.1 0.  0. ],"you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides."
168438:37,2.727272727272727,3.2892561983471067,[2.00000283 6.        ],[0.7453598652161479  0.0007071067811865475],[6  1  1  1  4  3  2  6  1  2  3],[0.36363636 0.18181818 0.18181818 0.09090909 0.         0.18181818 0.        ],"i've never had a, a punishment or a, a crime like a murder touch my immediate family"
85977:40,3.4,3.84,[5.4943556 2.082607 ],[0.8532701300740786  0.649955873093347],[6  7  2  5  3  1  3  4  1  2],[0.2 0.2 0.2 0.1 0.1 0.1 0.1],"i, i don't judge any war as good or bad,"
52123:56,1.3333333333333333,0.4444444444444444,[1.125 3.   ],[0.23385465686972226  0.0007071067811865475],[1  1  2  1  3  1  1  1  1],[0.77777778 0.11111111 0.11111111 0.         0.         0. 0.        ],"now, i, i also liked, uh, oh, gone with the wind or some of the classic, like the lawrence of arabia."
161931:92,2.6666666666666665,4.222222222222223,[5.28694931 1.32932335],[0.9197963742699609  0.3323186663809552],[1  2  1  4  5  1  7  1  2],[0.44444444 0.22222222 0.         0.11111111 0.11111111 0. 0.11111111],"i mean, i can't help but wonder if, if i grew up without a father, on the streets, and with like little or no money, wouldn't wouldn't i be in prison at this point."
138712:57,1.8888888888888888,2.0987654320987654,[1.14285531 4.49998125],[0.2474355141718067  0.35358592258083665],[5  1  2  1  4  1  1  1  1],[0.66666667 0.11111111 0.         0.11111111 0.11111111 0. 0.        ],"uh, i don't remember what they call it, sort of like a positive, negatives or some, some kind of word they use when a, uh, you get a, uh, a positive indication of drugs, but there's not really, there weren't really any there."
76731:61,3.3333333333333335,7.111111111111111,[1.5 7. ],[0.5400621877772719  0.0007071067811865475],[1  1  7  3  7  1  2  7  1],[0.44444444 0.11111111 0.11111111 0.         0.         0. 0.33333333],"and, so, i mean, you have  to find out whether there's a legitimate reason, or whether this is a warning signal."
